Tiempo,Ref,Angulo,Velocidad,PWM
11.019,80.02,79.92,-0.0078,671.0
11.029,80.02,79.92,-0.0067,671.0
11.039,80.02,79.92,-0.011,671.0
11.049,80.02,79.92,-0.0142,671.0
11.059,80.02,79.83,-0.0174,672.0
11.069,80.02,79.83,-0.0163,671.0
11.079,80.02,79.83,-0.0195,671.0
11.089,80.02,79.83,-0.0259,671.0
11.099,80.02,79.83,-0.027,671.0
11.109,80.02,79.83,-0.0291,671.0
11.119,80.02,79.75,-0.0302,672.0
11.129,80.02,79.75,-0.0355,672.0
11.139,80.02,79.75,-0.0355,671.0
11.149,80.02,79.75,-0.0376,671.0
11.159,80.02,79.66,-0.0376,672.0
11.169,80.02,79.66,-0.0461,672.0
11.179,80.02,79.57,-0.0451,672.0
11.189,80.02,79.57,-0.0493,672.0
11.199,80.02,79.57,-0.0536,672.0
11.209,80.02,79.48,-0.0568,673.0
11.219,80.02,79.39,-0.0631,673.0
11.229,80.02,79.39,-0.0621,672.0
11.239,80.02,79.31,-0.0674,673.0
11.249,80.02,79.31,-0.0663,672.0
11.259,80.02,79.31,-0.0717,672.0
11.269,80.02,79.22,-0.0695,673.0
11.279,80.02,79.22,-0.0727,673.0
11.289,80.02,79.13,-0.0727,673.0
11.299,80.02,79.13,-0.0759,673.0
11.309,80.02,79.04,-0.0717,673.0
11.319,80.02,78.95,-0.0759,674.0
11.329,80.02,78.95,-0.0717,673.0
11.339,80.02,78.87,-0.0738,674.0
11.349,80.02,78.87,-0.0695,673.0
11.359,80.02,78.78,-0.0717,674.0
11.369,80.02,78.78,-0.0674,674.0
11.379,80.02,78.69,-0.0653,674.0
11.389,80.02,78.69,-0.0589,674.0
11.399,80.02,78.69,-0.0557,673.0
11.409,80.02,78.6,-0.0568,674.0
11.419,80.02,78.6,-0.0514,674.0
11.429,80.02,78.52,-0.0504,675.0
11.439,80.02,78.52,-0.0429,674.0
11.449,80.02,78.43,-0.0419,675.0
11.459,80.02,78.43,-0.0365,674.0
11.469,80.02,78.43,-0.0365,674.0
11.479,80.02,78.43,-0.0291,674.0
11.489,80.02,78.43,-0.0291,674.0
11.499,80.02,78.34,-0.0238,675.0
11.509,80.02,78.34,-0.0216,674.0
11.519,80.02,78.34,-0.0163,674.0
11.529,80.02,78.34,-0.0153,674.0
11.539,80.02,78.34,-0.0121,674.0
11.549,80.02,78.25,-0.011,675.0
11.559,80.02,78.34,-0.0057,674.0
11.569,80.02,78.25,0.0007,675.0
11.579,80.02,78.25,0.0028,675.0
11.589,80.02,78.25,0.0135,674.0
11.599,80.02,78.34,0.0199,673.0
11.609,80.02,78.34,0.0337,674.0
11.619,80.02,78.34,0.0337,674.0
11.629,80.02,78.34,0.0433,674.0
11.639,80.02,78.34,0.0454,674.0
11.649,80.02,78.43,0.055,673.0
11.659,80.02,78.43,0.0582,674.0
11.669,80.02,78.43,0.0656,674.0
11.679,80.02,78.52,0.0667,673.0
11.689,80.02,78.52,0.0699,673.0
11.699,80.02,78.6,0.0699,673.0
11.709,80.02,78.6,0.0699,673.0
11.719,80.02,78.69,0.0709,673.0
11.729,80.02,78.69,0.0678,673.0
11.739,80.02,78.69,0.0678,673.0
11.749,80.02,78.78,0.0646,673.0
11.759,80.02,78.78,0.0656,673.0
11.769,80.02,78.78,0.0624,673.0
11.779,80.02,78.87,0.0624,673.0
11.789,80.02,78.87,0.0582,673.0
11.799,80.02,78.87,0.0614,673.0
11.809,80.02,78.95,0.0539,672.0
11.819,80.02,78.95,0.0582,673.0
11.829,80.02,78.95,0.056,673.0
11.839,80.02,79.04,0.0529,672.0
