Tiempo,Ref,Angulo,Velocidad,PWM
3.528,80.02,-0.59,-0.0043,0.0
3.538,80.02,-0.59,-0.0054,266.0
3.548,80.02,-0.59,-0.0054,266.0
3.558,80.02,-0.59,-0.0075,266.0
3.568,80.02,-0.59,-0.0054,266.0
3.578,80.02,-0.59,0.0021,266.0
3.588,80.02,-0.59,0.0074,266.0
3.598,80.02,-0.59,0.0148,266.0
3.608,80.02,-0.59,0.0233,266.0
3.618,80.02,-0.5,0.0319,266.0
3.628,80.02,-0.5,0.0531,266.0
3.638,80.02,-0.41,0.0776,266.0
3.648,80.02,-0.32,0.1021,266.0
3.658,80.02,-0.32,0.1298,266.0
3.668,80.02,-0.15,0.1617,266.0
3.678,80.02,-0.06,0.1968,266.0
3.688,80.02,0.12,0.2341,266.0
3.698,80.02,0.29,0.2724,266.0
3.708,80.02,0.47,0.3171,266.0
3.718,80.02,0.64,0.3596,266.0
3.728,80.02,0.91,0.4022,266.0
3.738,80.02,1.17,0.448,266.0
3.748,80.02,1.52,0.4895,266.0
3.758,80.02,1.79,0.5299,266.0
3.768,80.02,2.23,0.5725,266.0
3.778,80.02,2.58,0.6097,266.0
3.788,80.02,2.93,0.647,266.0
3.798,80.02,3.37,0.68,266.0
3.808,80.02,3.72,0.7119,266.0
3.818,80.02,4.16,0.7406,266.0
3.828,80.02,4.69,0.764,266.0
3.838,80.02,5.13,0.7896,266.0
3.848,80.02,5.65,0.8024,266.0
3.858,80.02,6.09,0.8183,266.0
3.868,80.02,6.62,0.8279,266.0
3.878,80.02,7.15,0.829,266.0
3.888,80.02,7.59,0.8353,266.0
3.898,80.02,8.11,0.83,266.0
3.908,80.02,8.64,0.8215,266.0
3.918,80.02,9.08,0.8151,266.0
3.928,80.02,9.61,0.7949,266.0
3.938,80.02,10.05,0.7736,266.0
3.948,80.02,10.49,0.7545,266.0
3.958,80.02,10.93,0.7257,266.0
3.968,80.02,11.37,0.6917,266.0
3.978,80.02,11.72,0.6629,266.0
3.988,80.02,12.16,0.6236,266.0
3.998,80.02,12.42,0.5789,266.0
4.008,80.02,12.77,0.5395,266.0
4.018,80.02,13.04,0.4959,266.0
4.028,80.02,13.39,0.4426,266.0
4.038,80.02,13.56,0.3937,266.0
4.048,80.02,13.74,0.3458,266.0
4.058,80.02,13.92,0.2905,266.0
4.068,80.02,14.09,0.2341,266.0
4.078,80.02,14.18,0.1862,266.0
4.088,80.02,14.18,0.1319,266.0
4.098,80.02,14.27,0.0712,266.0
4.108,80.02,14.27,0.0138,266.0
4.118,80.02,14.18,-0.0341,266.0
4.128,80.02,14.18,-0.0831,266.0
4.138,80.02,14.09,-0.1363,266.0
4.148,80.02,14.0,-0.181,266.0
4.158,80.02,13.83,-0.2204,266.0
4.168,80.02,13.65,-0.264,266.0
4.178,80.02,13.48,-0.3055,266.0
4.188,80.02,13.3,-0.3353,266.0
4.198,80.02,13.04,-0.3662,266.0
4.208,80.02,12.77,-0.3981,266.0
4.218,80.02,12.6,-0.4236,266.0
4.228,80.02,12.25,-0.4439,266.0
4.238,80.02,11.98,-0.4651,266.0
4.248,80.02,11.72,-0.4864,266.0
4.258,80.02,11.37,-0.496,266.0
4.268,80.02,11.1,-0.5045,266.0
4.278,80.02,10.84,-0.513,266.0
4.288,80.02,10.49,-0.5184,266.0
4.298,80.02,10.22,-0.512,266.0
4.308,80.02,9.87,-0.5066,266.0
4.318,80.02,9.61,-0.5035,266.0
4.328,80.02,9.26,-0.4917,266.0
4.338,80.02,8.99,-0.4747,266.0
4.348,80.02,8.73,-0.4577,266.0
4.358,80.02,8.47,-0.4428,266.0
4.368,80.02,8.2,-0.4183,266.0
4.378,80.02,8.03,-0.3917,266.0
4.388,80.02,7.85,-0.3662,266.0
4.398,80.02,7.59,-0.3396,266.0
4.408,80.02,7.41,-0.3034,266.0
4.418,80.02,7.32,-0.2661,266.0
4.428,80.02,7.15,-0.2363,266.0
4.438,80.02,7.06,-0.1991,266.0
4.448,80.02,6.97,-0.1576,266.0
4.458,80.02,6.88,-0.1225,266.0
4.468,80.02,6.88,-0.0884,266.0
4.478,80.02,6.8,-0.048,266.0
4.488,80.02,6.88,-0.0086,266.0
4.498,80.02,6.88,0.0244,266.0
4.508,80.02,6.88,0.0553,266.0
4.518,80.02,6.97,0.0936,266.0
4.528,80.02,7.06,0.1266,266.0
4.538,80.02,7.24,0.1521,266.0
4.548,80.02,7.32,0.1787,266.0
4.558,80.02,7.41,0.2085,266.0
4.568,80.02,7.59,0.2309,266.0
4.578,80.02,7.76,0.2479,266.0
4.588,80.02,7.94,0.2702,266.0
4.598,80.02,8.11,0.2894,266.0
4.608,80.02,8.29,0.3032,266.0
4.618,80.02,8.47,0.3128,266.0
4.628,80.02,8.64,0.3288,266.0
4.638,80.02,8.91,0.3383,266.0
4.648,80.02,9.08,0.3405,266.0
4.658,80.02,9.26,0.3437,266.0
4.668,80.02,9.52,0.3501,266.0
4.678,80.02,9.7,0.3501,266.0
4.688,80.02,9.96,0.3426,266.0
4.698,80.02,10.14,0.3383,266.0
4.708,80.02,10.31,0.3362,266.0
4.718,80.02,10.49,0.3234,266.0
4.728,80.02,10.75,0.3107,266.0
4.738,80.02,10.93,0.2958,266.0
4.748,80.02,11.02,0.2851,266.0
4.758,80.02,11.19,0.267,266.0
4.768,80.02,11.37,0.2447,266.0
4.778,80.02,11.54,0.2277,266.0
4.788,80.02,11.63,0.2106,266.0
4.798,80.02,11.72,0.1851,266.0
4.808,80.02,11.81,0.1585,266.0
4.818,80.02,11.89,0.1383,266.0
4.828,80.02,11.98,0.1159,266.0
4.838,80.02,12.07,0.0861,266.0
4.848,80.02,12.07,0.0595,266.0
4.858,80.02,12.07,0.0382,266.0
4.868,80.02,12.16,0.0138,266.0
4.878,80.02,12.07,-0.0139,266.0
4.888,80.02,12.07,-0.0352,266.0
4.898,80.02,12.07,-0.0543,266.0
4.908,80.02,11.98,-0.0778,266.0
4.918,80.02,11.89,-0.1022,266.0
4.928,80.02,11.81,-0.1182,266.0
4.938,80.02,11.72,-0.1331,266.0
4.948,80.02,11.63,-0.1523,266.0
4.958,80.02,11.54,-0.1693,266.0
4.968,80.02,11.45,-0.1778,266.0
4.978,80.02,11.37,-0.1874,266.0
4.989,80.02,11.28,-0.1991,266.0
4.999,80.02,11.1,-0.2044,266.0
5.009,80.02,11.02,-0.2055,266.0
5.019,80.02,10.84,-0.2108,266.0
5.029,80.02,10.75,-0.2172,266.0
5.039,80.02,10.58,-0.214,266.0
5.049,80.02,10.49,-0.2129,266.0
5.059,80.02,10.31,-0.215,266.0
5.069,80.02,10.22,-0.214,266.0
5.078,80.02,10.14,-0.2055,266.0
5.089,80.02,9.96,-0.2001,266.0
5.099,80.02,9.87,-0.1991,266.0
5.109,80.02,9.78,-0.1916,266.0
5.119,80.02,9.7,-0.1789,266.0
5.129,80.02,9.61,-0.1714,266.0
5.139,80.02,9.52,-0.1661,266.0
5.149,80.02,9.35,-0.1533,266.0
5.159,80.02,9.35,-0.1395,266.0
5.169,80.02,9.26,-0.1299,266.0
5.179,80.02,9.17,-0.1203,266.0
5.189,80.02,9.08,-0.1033,266.0
5.199,80.02,9.08,-0.0873,266.0
5.209,80.02,8.99,-0.0778,266.0
5.219,80.02,8.99,-0.0629,266.0
5.229,80.02,8.99,-0.0437,266.0
5.239,80.02,8.99,-0.0299,266.0
5.249,80.02,8.99,-0.0192,266.0
5.259,80.02,8.99,-0.0022,266.0
5.269,80.02,8.99,0.0148,266.0
5.279,80.02,8.99,0.0223,266.0
5.289,80.02,9.08,0.0319,266.0
5.299,80.02,9.08,0.0468,266.0
5.309,80.02,9.08,0.0585,266.0
5.319,80.02,9.08,0.0638,266.0
5.329,80.02,9.17,0.0702,266.0
5.339,80.02,9.26,0.0819,266.0
5.349,80.02,9.26,0.0893,266.0
5.359,80.02,9.35,0.0936,266.0
5.369,80.02,9.43,0.0946,266.0
5.379,80.02,9.52,0.1021,266.0
5.389,80.02,9.52,0.1053,266.0
5.399,80.02,9.61,0.1021,247.0
5.409,80.02,9.7,0.1021,248.0
5.419,80.02,9.7,0.1063,249.0
5.429,80.02,9.78,0.1021,251.0
5.439,80.02,9.87,0.0925,252.0
5.449,80.02,9.96,0.0904,254.0
5.459,80.02,9.96,0.0861,254.0
5.469,80.02,10.05,0.0744,256.0
5.479,80.02,10.05,0.0648,257.0
5.489,80.02,10.14,0.0606,258.0
5.499,80.02,10.14,0.0489,259.0
5.509,80.02,10.14,0.0382,260.0
5.519,80.02,10.22,0.0329,262.0
5.529,80.02,10.22,0.0212,263.0
5.539,80.02,10.22,0.0084,264.0
5.549,80.02,10.22,0.0052,265.0
5.559,80.02,10.22,-0.0011,266.0
5.569,80.02,10.22,-0.0139,267.0
5.579,80.02,10.22,-0.0171,268.0
5.589,80.02,10.14,-0.0192,268.0
5.599,80.02,10.14,-0.0277,269.0
5.609,80.02,10.14,-0.0331,270.0
5.619,80.02,10.14,-0.0309,271.0
5.629,80.02,10.14,-0.0341,272.0
5.639,80.02,10.05,-0.0405,272.0
5.649,80.02,10.05,-0.0395,273.0
5.659,80.02,10.05,-0.0341,274.0
5.669,80.02,10.05,-0.0363,275.0
5.679,80.02,10.05,-0.0363,276.0
5.689,80.02,9.96,-0.0299,277.0
5.699,80.02,9.96,-0.0246,277.0
5.709,80.02,9.96,-0.0235,278.0
5.719,80.02,9.96,-0.0214,279.0
5.729,80.02,9.96,-0.0118,280.0
5.739,80.02,9.96,-0.0033,281.0
5.749,80.02,9.96,-0.0011,282.0
5.759,80.02,9.96,0.0031,283.0
5.769,80.02,9.96,0.0127,284.0
5.779,80.02,10.05,0.0223,285.0
5.789,80.02,10.05,0.0276,286.0
5.799,80.02,10.05,0.0319,287.0
5.809,80.02,10.05,0.0372,288.0
5.819,80.02,10.14,0.0489,289.0
5.829,80.02,10.14,0.0585,290.0
5.839,80.02,10.22,0.0638,292.0
5.849,80.02,10.22,0.0691,293.0
5.859,80.02,10.31,0.0776,294.0
5.869,80.02,10.31,0.0904,295.0
5.879,80.02,10.4,0.1021,296.0
5.889,80.02,10.49,0.1106,298.0
5.899,80.02,10.58,0.1149,299.0
5.909,80.02,10.66,0.1202,300.0
5.919,80.02,10.75,0.1308,302.0
5.929,80.02,10.84,0.1425,303.0
5.939,80.02,10.93,0.1532,304.0
5.949,80.02,11.02,0.1606,306.0
5.959,80.02,11.1,0.167,307.0
5.969,80.02,11.19,0.1723,309.0
5.979,80.02,11.37,0.1808,310.0
5.989,80.02,11.45,0.1862,312.0
5.999,80.02,11.54,0.1904,313.0
6.009,80.02,11.72,0.1979,315.0
6.019,80.02,11.81,0.2032,316.0
6.029,80.02,11.98,0.2106,318.0
6.039,80.02,12.07,0.217,320.0
6.049,80.02,12.25,0.2202,322.0
6.059,80.02,12.33,0.2234,323.0
6.069,80.02,12.51,0.2266,325.0
6.079,80.02,12.69,0.2287,327.0
6.089,80.02,12.77,0.2298,328.0
6.099,80.02,12.95,0.2319,330.0
6.109,80.02,13.04,0.2319,331.0
6.119,80.02,13.21,0.233,333.0
6.129,80.02,13.39,0.233,335.0
6.139,80.02,13.48,0.2319,337.0
6.149,80.02,13.65,0.2319,339.0
6.159,80.02,13.83,0.2319,340.0
6.169,80.02,13.92,0.2341,342.0
6.179,80.02,14.09,0.2362,344.0
6.189,80.02,14.27,0.2383,346.0
6.199,80.02,14.36,0.2415,347.0
6.209,80.02,14.53,0.2436,349.0
6.219,80.02,14.71,0.2468,351.0
6.229,80.02,14.79,0.249,352.0
6.239,80.02,14.97,0.2479,354.0
6.249,80.02,15.15,0.2468,356.0
6.259,80.02,15.32,0.2436,358.0
6.269,80.02,15.41,0.2383,359.0
6.279,80.02,15.59,0.233,361.0
6.289,80.02,15.76,0.2298,363.0
6.299,80.02,15.85,0.233,364.0
6.309,80.02,16.03,0.2394,366.0
6.319,80.02,16.2,0.2468,368.0
6.329,80.02,16.38,0.25,370.0
6.339,80.02,16.46,0.2468,371.0
6.349,80.02,16.64,0.2415,373.0
6.359,80.02,16.73,0.2383,374.0
6.369,80.02,16.99,0.2415,377.0
6.379,80.02,17.08,0.25,378.0
6.389,80.02,17.26,0.2543,380.0
6.399,80.02,17.43,0.249,381.0
6.409,80.02,17.52,0.2458,383.0
6.419,80.02,17.69,0.25,385.0
6.429,80.02,17.87,0.2585,386.0
6.439,80.02,18.05,0.2575,388.0
6.449,80.02,18.22,0.2553,390.0
6.459,80.02,18.4,0.2596,392.0
6.469,80.02,18.57,0.2639,394.0
6.479,80.02,18.75,0.2649,396.0
6.489,80.02,18.84,0.2649,397.0
6.499,80.02,19.01,0.2702,399.0
6.509,80.02,19.19,0.2745,400.0
6.519,80.02,19.36,0.2724,402.0
6.529,80.02,19.54,0.2766,404.0
6.539,80.02,19.72,0.2819,406.0
6.549,80.02,19.89,0.283,408.0
6.559,80.02,20.07,0.2894,409.0
6.569,80.02,20.24,0.2915,411.0
6.579,80.02,20.42,0.2926,413.0
6.589,80.02,20.68,0.299,415.0
6.599,80.02,20.86,0.3022,417.0
6.609,80.02,21.03,0.3054,419.0
6.619,80.02,21.21,0.3086,421.0
6.629,80.02,21.47,0.3128,423.0
6.639,80.02,21.65,0.316,425.0
6.649,80.02,21.83,0.3171,426.0
6.659,80.02,22.0,0.3192,428.0
6.669,80.02,22.27,0.3245,430.0
6.679,80.02,22.44,0.3298,432.0
6.689,80.02,22.7,0.3309,434.0
6.699,80.02,22.88,0.3383,436.0
6.709,80.02,23.14,0.3362,438.0
6.719,80.02,23.32,0.3447,440.0
6.729,80.02,23.5,0.3437,442.0
6.739,80.02,23.76,0.3532,444.0
6.749,80.02,24.02,0.3511,446.0
6.759,80.02,24.2,0.3628,448.0
6.769,80.02,24.46,0.3586,450.0
6.779,80.02,24.64,0.3681,452.0
6.789,80.02,24.9,0.365,454.0
6.799,80.02,25.17,0.3713,456.0
6.809,80.02,25.34,0.3724,458.0
6.819,80.02,25.61,0.3692,460.0
6.829,80.02,25.87,0.3788,462.0
6.839,80.02,26.13,0.3681,464.0
6.849,80.02,26.31,0.383,466.0
6.859,80.02,26.57,0.3745,468.0
6.869,80.02,26.84,0.3799,470.0
6.879,80.02,27.01,0.3926,472.0
6.889,80.02,27.28,0.3788,474.0
6.899,80.02,27.54,0.3958,476.0
6.909,80.02,27.8,0.3948,478.0
6.919,80.02,28.07,0.3852,480.0
6.929,80.02,28.33,0.4097,483.0
6.939,80.02,28.59,0.4054,485.0
6.949,80.02,28.86,0.3926,487.0
6.959,80.02,29.12,0.416,489.0
6.969,80.02,29.3,0.4192,490.0
6.979,80.02,29.65,0.4011,493.0
6.989,80.02,29.82,0.4139,494.0
6.999,80.02,30.18,0.4309,497.0
7.009,80.02,30.35,0.4171,498.0
7.019,80.02,30.7,0.4097,501.0
7.029,80.02,30.88,0.4299,502.0
7.039,80.02,31.14,0.4416,505.0
7.049,80.02,31.41,0.4299,506.0
7.059,80.02,31.76,0.4171,509.0
7.069,80.02,32.02,0.4288,511.0
7.079,80.02,32.28,0.4501,513.0
7.089,80.02,32.55,0.4522,515.0
7.099,80.02,32.81,0.4416,517.0
7.109,80.02,33.16,0.4341,519.0
7.119,80.02,33.34,0.4405,521.0
7.129,80.02,33.69,0.4554,523.0
7.139,80.02,33.95,0.4682,525.0
7.149,80.02,34.22,0.4703,527.0
7.159,80.02,34.48,0.4607,529.0
7.169,80.02,34.83,0.4533,531.0
7.179,80.02,35.1,0.4533,533.0
7.189,80.02,35.45,0.4586,535.0
7.199,80.02,35.71,0.4682,537.0
7.209,80.02,35.98,0.482,539.0
7.219,80.02,36.33,0.4937,541.0
7.229,80.02,36.59,0.5001,543.0
7.239,80.02,36.94,0.5022,545.0
7.249,80.02,37.21,0.498,547.0
7.259,80.02,37.56,0.5065,549.0
7.269,80.02,37.82,0.5108,551.0
7.279,80.02,38.17,0.5161,553.0
7.289,80.02,38.44,0.5182,555.0
7.299,80.02,38.79,0.5214,557.0
7.309,80.02,39.05,0.5257,559.0
7.319,80.02,39.4,0.5278,561.0
7.329,80.02,39.76,0.532,563.0
7.339,80.02,40.11,0.5374,565.0
7.349,80.02,40.37,0.5406,567.0
7.359,80.02,40.72,0.5448,569.0
7.369,80.02,41.07,0.5469,571.0
7.379,80.02,41.43,0.5491,573.0
7.389,80.02,41.78,0.5501,575.0
7.399,80.02,42.04,0.5501,577.0
7.409,80.02,42.39,0.5491,579.0
7.419,80.02,42.74,0.5437,580.0
7.429,80.02,43.1,0.5416,582.0
7.439,80.02,43.45,0.5437,584.0
7.449,80.02,43.8,0.548,586.0
7.459,80.02,44.15,0.5565,588.0
7.469,80.02,44.41,0.5629,590.0
7.479,80.02,44.77,0.5682,591.0
7.489,80.02,45.12,0.5661,593.0
7.499,80.02,45.47,0.5597,595.0
7.509,80.02,45.82,0.5533,597.0
7.519,80.02,46.17,0.5533,599.0
7.529,80.02,46.52,0.5565,600.0
7.539,80.02,46.87,0.5629,602.0
7.549,80.02,47.14,0.5661,603.0
7.559,80.02,47.49,0.5629,605.0
7.569,80.02,47.84,0.548,607.0
7.579,80.02,48.19,0.5469,608.0
7.589,80.02,48.54,0.548,610.0
7.599,80.02,48.81,0.5491,611.0
7.609,80.02,49.16,0.5469,613.0
7.619,80.02,49.51,0.5342,615.0
7.629,80.02,49.86,0.5363,616.0
7.639,80.02,50.21,0.5437,618.0
7.649,80.02,50.48,0.5406,619.0
7.659,80.02,50.74,0.532,620.0
7.669,80.02,51.09,0.5278,622.0
7.679,80.02,51.44,0.5331,623.0
7.689,80.02,51.8,0.5288,625.0
7.699,80.02,52.06,0.5182,626.0
7.709,80.02,52.41,0.5225,627.0
7.719,80.02,52.68,0.5257,628.0
7.729,80.02,53.03,0.5182,630.0
7.739,80.02,53.29,0.5161,631.0
7.749,80.02,53.64,0.5182,632.0
7.759,80.02,53.91,0.5118,633.0
7.769,80.02,54.26,0.5044,634.0
7.779,80.02,54.52,0.5065,636.0
7.789,80.02,54.87,0.5001,637.0
7.799,80.02,55.14,0.4927,638.0
7.809,80.02,55.4,0.4948,639.0
7.819,80.02,55.75,0.4905,640.0
7.829,80.02,56.02,0.4799,641.0
7.839,80.02,56.28,0.4831,642.0
7.849,80.02,56.63,0.4746,643.0
7.859,80.02,56.89,0.4724,644.0
7.869,80.02,57.16,0.4735,645.0
7.879,80.02,57.42,0.4618,646.0
7.889,80.02,57.69,0.465,647.0
7.899,80.02,58.04,0.4554,648.0
7.909,80.02,58.21,0.4575,649.0
7.919,80.02,58.56,0.4437,650.0
7.929,80.02,58.74,0.4426,650.0
7.939,80.02,59.09,0.4384,652.0
7.949,80.02,59.36,0.4299,652.0
7.959,80.02,59.53,0.4299,653.0
7.969,80.02,59.79,0.4182,654.0
7.979,80.02,60.06,0.415,655.0
7.989,80.02,60.32,0.4065,655.0
7.999,80.02,60.5,0.399,656.0
8.009,80.02,60.76,0.3969,657.0
8.019,80.02,61.03,0.3873,657.0
8.029,80.02,61.2,0.3862,658.0
8.039,80.02,61.46,0.3745,659.0
8.049,80.02,61.64,0.3724,659.0
8.059,80.02,61.9,0.3639,660.0
8.069,80.02,62.08,0.3586,660.0
8.079,80.02,62.34,0.3501,661.0
8.089,80.02,62.52,0.3405,662.0
8.099,80.02,62.69,0.3373,662.0
8.109,80.02,62.87,0.3245,663.0
8.119,80.02,63.05,0.3234,663.0
8.129,80.02,63.22,0.3117,664.0
8.139,80.02,63.49,0.3096,665.0
8.149,80.02,63.66,0.2979,665.0
8.159,80.02,63.75,0.2958,665.0
8.169,80.02,63.93,0.2841,666.0
8.179,80.02,64.1,0.283,666.0
8.189,80.02,64.28,0.2692,667.0
8.199,80.02,64.45,0.2702,667.0
8.209,80.02,64.63,0.2575,668.0
8.219,80.02,64.72,0.2532,668.0
8.229,80.02,64.89,0.2436,668.0
8.239,80.02,65.07,0.2415,669.0
8.249,80.02,65.16,0.2309,669.0
8.259,80.02,65.33,0.2266,670.0
8.269,80.02,65.42,0.216,670.0
8.279,80.02,65.6,0.2106,671.0
8.289,80.02,65.68,0.2,671.0
8.299,80.02,65.77,0.1979,671.0
8.309,80.02,65.95,0.1883,672.0
8.319,80.02,66.03,0.1883,672.0
8.329,80.02,66.12,0.1777,672.0
8.339,80.02,66.3,0.1755,673.0
8.349,80.02,66.3,0.167,673.0
8.359,80.02,66.39,0.1681,673.0
8.369,80.02,66.56,0.1617,674.0
8.379,80.02,66.65,0.1606,674.0
