Tiempo,Ref,Angulo,Velocidad,PWM
11.12,80.02,83.96,0.1868,604.0
11.13,80.02,84.14,0.2411,572.0
11.14,80.02,84.32,0.2815,549.0
11.15,80.02,84.49,0.307,547.0
11.16,80.02,84.67,0.2975,546.0
11.17,80.02,84.84,0.2826,546.0
11.18,80.02,84.93,0.2315,567.0
11.19,80.02,85.02,0.1804,592.0
11.2,80.02,85.11,0.1059,630.0
11.21,80.02,85.11,0.0229,674.0
11.22,80.02,85.02,-0.0527,715.0
11.23,80.02,84.93,-0.1304,758.0
11.24,80.02,84.84,-0.1942,793.0
11.25,80.02,84.67,-0.2496,800.0
11.26,80.02,84.49,-0.2804,800.0
11.27,80.02,84.32,-0.29,800.0
11.28,80.02,84.23,-0.2793,800.0
11.29,80.02,84.05,-0.257,800.0
11.3,80.02,83.88,-0.2187,800.0
11.31,80.02,83.79,-0.1623,790.0
11.32,80.02,83.79,-0.0984,756.0
11.33,80.02,83.79,-0.0271,719.0
11.34,80.02,83.79,0.0495,678.0
11.35,80.02,83.88,0.1229,638.0
11.36,80.02,84.05,0.1889,601.0
11.37,80.02,84.23,0.2421,571.0
11.38,80.02,84.32,0.2804,549.0
11.39,80.02,84.49,0.2975,546.0
11.4,80.02,84.67,0.2879,546.0
11.41,80.02,84.84,0.2687,548.0
11.42,80.02,84.93,0.2176,574.0
11.43,80.02,85.02,0.1612,602.0
11.44,80.02,85.02,0.0857,642.0
11.45,80.02,85.02,0.0016,687.0
11.46,80.02,84.93,-0.0612,721.0
11.47,80.02,84.84,-0.1442,766.0
11.48,80.02,84.76,-0.2049,799.0
11.49,80.02,84.58,-0.2432,800.0
11.5,80.02,84.4,-0.274,800.0
11.51,80.02,84.32,-0.2804,800.0
11.52,80.02,84.14,-0.2687,800.0
11.53,80.02,84.05,-0.2453,800.0
11.54,80.02,83.88,-0.2006,800.0
11.55,80.02,83.79,-0.1463,782.0
11.56,80.02,83.79,-0.0825,748.0
11.57,80.02,83.79,-0.0112,710.0
11.58,80.02,83.88,0.0655,669.0
11.59,80.02,83.96,0.14,628.0
11.6,80.02,84.05,0.2027,594.0
11.61,80.02,84.23,0.2453,569.0
11.62,80.02,84.4,0.274,551.0
11.63,80.02,84.58,0.2879,546.0
11.64,80.02,84.76,0.274,547.0
11.65,80.02,84.84,0.2464,560.0
11.66,80.02,84.93,0.1921,587.0
11.67,80.02,85.02,0.1293,619.0
11.68,80.02,85.02,0.0548,659.0
11.69,80.02,84.93,-0.0293,704.0
11.7,80.02,84.84,-0.0963,741.0
11.71,80.02,84.76,-0.1836,788.0
11.72,80.02,84.67,-0.2336,800.0
11.73,80.02,84.49,-0.2719,800.0
11.74,80.02,84.32,-0.2825,800.0
11.75,80.02,84.14,-0.2815,800.0
11.76,80.02,83.96,-0.2623,800.0
11.77,80.02,83.88,-0.2261,800.0
11.78,80.02,83.79,-0.1729,796.0
11.79,80.02,83.7,-0.1123,765.0
11.8,80.02,83.7,-0.041,727.0
11.81,80.02,83.7,0.0357,687.0
11.82,80.02,83.79,0.1123,645.0
11.83,80.02,83.96,0.1804,607.0
11.84,80.02,84.14,0.2368,575.0
